city,country,lat,long,population,date,name,PRCP,TAVG,TMAX,TMIN
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-01,SIGONELLA,0.0,8.04,16.35,1.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-02,SIGONELLA,,9.3,17.32,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-03,SIGONELLA,5.0,9.86,16.35,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-04,SIGONELLA,,9.92,,5.45
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-05,SIGONELLA,1.2,11.1,17.56,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-06,SIGONELLA,,8.56,14.35,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-07,SIGONELLA,0.6,8.26,14.0,2.44
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-08,SIGONELLA,0.0,10.4,,9.0
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-09,SIGONELLA,1.25,10.08,17.45,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-10,SIGONELLA,,10.04,16.68,6.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-11,SIGONELLA,12.75,9.3,15.15,4.93
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-12,SIGONELLA,8.25,9.5,16.24,4.5
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-13,SIGONELLA,0.75,10.28,17.35,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-14,SIGONELLA,0.0,9.58,16.3,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-15,SIGONELLA,0.6,9.3,15.64,5.13
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-16,SIGONELLA,19.0,8.06,15.1,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-17,SIGONELLA,11.2,7.82,13.44,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-18,SIGONELLA,12.8,7.94,14.25,1.73
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-19,SIGONELLA,7.5,7.76,14.9,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-20,SIGONELLA,2.5,9.06,15.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-21,SIGONELLA,2.6666666666666665,9.88,16.05,7.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-22,SIGONELLA,35.5,10.76,16.0,6.0
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-23,SIGONELLA,89.4,9.4,16.12,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-24,SIGONELLA,,8.46,14.44,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-25,SIGONELLA,0.0,9.32,16.48,3.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-26,SIGONELLA,0.0,9.66,17.8,4.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-27,SIGONELLA,0.0,10.0,16.95,1.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-28,SIGONELLA,0.0,10.22,17.96,4.52
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-29,SIGONELLA,0.0,10.52,18.0,
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-30,SIGONELLA,,9.32,16.92,3.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-01-31,SIGONELLA,,9.4,17.85,3.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-01,SIGONELLA,0.0,10.62,18.76,4.48
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-02,SIGONELLA,0.0,11.4,18.92,5.16
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-03,SIGONELLA,0.0,11.46,17.45,6.15
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-04,SIGONELLA,69.33333333333333,11.02,19.13,5.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-05,SIGONELLA,70.5,10.42,13.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-06,SIGONELLA,5.75,9.8,16.25,2.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-07,SIGONELLA,0.0,8.84,16.45,1.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-08,SIGONELLA,3.25,9.48,,3.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-09,SIGONELLA,0.0,9.52,16.0,2.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-10,SIGONELLA,39.25,10.86,18.93,5.92
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-11,SIGONELLA,,11.76,18.85,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-12,SIGONELLA,2.5,11.5,17.1,7.47
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-13,SIGONELLA,2.5,11.16,16.2,6.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-14,SIGONELLA,8.25,10.84,16.15,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-15,SIGONELLA,5.0,10.62,17.7,5.27
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-16,SIGONELLA,,9.58,17.13,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-17,SIGONELLA,0.0,10.06,18.53,3.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-18,SIGONELLA,,10.06,,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-19,SIGONELLA,0.0,10.36,18.45,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-20,SIGONELLA,0.0,10.34,16.92,5.12
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-21,SIGONELLA,,9.8,,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-22,SIGONELLA,0.0,8.66,16.72,1.85
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-23,SIGONELLA,,10.14,17.72,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-24,SIGONELLA,4.6,10.96,17.68,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-25,SIGONELLA,5.0,11.1,18.72,6.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-26,SIGONELLA,1.6666666666666667,10.98,18.3,
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-27,SIGONELLA,0.0,10.04,17.04,1.93
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-28,SIGONELLA,0.0,11.72,18.04,8.07
Acireale,Italy,37.6125,15.1656,52269.0,2020-02-29,SIGONELLA,0.0,11.35,18.1,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-01,SIGONELLA,4.0,12.04,20.48,4.76
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-02,SIGONELLA,0.0,13.36,20.72,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-03,SIGONELLA,1.25,12.08,,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-04,SIGONELLA,0.0,11.16,18.2,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-05,SIGONELLA,20.4,12.18,20.2,5.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-06,SIGONELLA,0.0,12.7,20.72,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-07,SIGONELLA,,12.12,,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-08,SIGONELLA,6.25,11.02,19.05,5.12
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-09,SIGONELLA,3.75,11.44,19.08,4.95
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-10,SIGONELLA,8.25,11.24,18.72,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-11,SIGONELLA,35.0,12.46,20.08,4.73
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-12,SIGONELLA,9.5,11.46,18.4,5.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-13,SIGONELLA,2.6666666666666665,11.46,18.56,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-14,SIGONELLA,3.3333333333333335,11.86,19.92,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-15,SIGONELLA,17.75,11.86,19.64,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-16,SIGONELLA,0.75,13.02,20.4,5.95
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-17,SIGONELLA,0.0,13.18,20.45,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-18,SIGONELLA,0.0,11.92,19.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-19,SIGONELLA,2.5,12.3,19.52,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-20,SIGONELLA,1.0,12.62,20.16,7.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-21,SIGONELLA,0.0,12.6,20.13,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-22,SIGONELLA,47.5,12.74,17.44,8.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-23,SIGONELLA,23.0,12.38,17.15,
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-24,SIGONELLA,3.25,11.8,20.05,6.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-25,SIGONELLA,208.5,11.44,17.16,5.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-26,SIGONELLA,43.25,11.98,19.68,5.67
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-27,SIGONELLA,40.0,10.76,18.2,4.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-28,SIGONELLA,8.25,12.4,19.4,7.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-29,SIGONELLA,1.25,13.2,20.88,5.87
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-30,SIGONELLA,0.75,14.16,22.52,5.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-03-31,SIGONELLA,0.0,14.72,24.12,7.36
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-01,SIGONELLA,0.0,13.8,21.44,6.73
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-02,SIGONELLA,12.75,12.6,17.12,8.28
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-03,SIGONELLA,0.0,13.26,19.16,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-04,SIGONELLA,13.666666666666666,13.46,19.28,8.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-05,SIGONELLA,19.75,14.06,19.55,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-06,SIGONELLA,3.0,13.82,20.96,6.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-07,SIGONELLA,0.0,14.3,21.15,7.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-08,SIGONELLA,1.6,14.1,20.24,7.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-09,SIGONELLA,0.0,13.98,20.68,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-10,SIGONELLA,0.0,13.5,19.9,6.72
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-11,SIGONELLA,0.6,13.78,21.6,7.16
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-12,SIGONELLA,12.2,15.3,23.56,6.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-13,SIGONELLA,0.6,15.9,24.32,8.45
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-14,SIGONELLA,2.5,15.28,22.68,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-15,SIGONELLA,9.8,15.78,22.72,7.0
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-16,SIGONELLA,6.0,15.58,23.56,8.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-17,SIGONELLA,2.0,16.16,24.65,10.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-18,SIGONELLA,19.8,16.16,,9.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-19,SIGONELLA,0.0,16.32,23.84,9.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-20,SIGONELLA,0.6,15.32,22.8,9.1
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-21,SIGONELLA,1.2,15.28,21.88,9.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-22,SIGONELLA,1.6,15.4,22.04,8.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-23,SIGONELLA,0.6,16.54,22.75,9.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-24,SIGONELLA,0.6,16.64,23.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-25,SIGONELLA,0.0,17.02,24.6,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-26,SIGONELLA,0.0,17.24,,10.44
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-27,SIGONELLA,1.0,17.18,24.52,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-28,SIGONELLA,0.0,17.92,24.92,10.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-29,SIGONELLA,0.0,18.48,25.95,
Acireale,Italy,37.6125,15.1656,52269.0,2020-04-30,SIGONELLA,0.0,17.36,25.0,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-01,SIGONELLA,10.2,17.42,24.1,10.84
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-02,SIGONELLA,31.0,17.46,23.4,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-03,SIGONELLA,14.8,16.9,22.92,9.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-04,SIGONELLA,0.6,17.42,24.75,12.0
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-05,SIGONELLA,,18.62,,11.15
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-06,SIGONELLA,0.0,18.26,26.08,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-07,SIGONELLA,1.6,17.58,24.44,9.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-08,SIGONELLA,1.0,17.44,24.84,11.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-09,SIGONELLA,0.0,18.34,25.96,11.48
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-10,SIGONELLA,0.0,18.14,25.0,11.0
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-11,SIGONELLA,0.0,19.12,25.44,13.27
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-12,SIGONELLA,1.6,20.38,28.44,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-13,SIGONELLA,0.0,19.3,26.88,10.73
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-14,SIGONELLA,4.0,19.24,25.64,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-15,SIGONELLA,6.5,18.68,25.7,11.75
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-16,SIGONELLA,66.0,17.72,25.24,12.47
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-17,SIGONELLA,0.0,19.1,26.05,11.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-18,SIGONELLA,1.0,19.1,25.4,12.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-19,SIGONELLA,1.6,20.0,26.94,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-20,SIGONELLA,2.6,20.02,27.85,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-21,SIGONELLA,0.0,19.58,26.56,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-22,SIGONELLA,0.0,20.6,28.6,13.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-23,SIGONELLA,0.0,21.16,29.96,15.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-24,SIGONELLA,0.0,20.28,28.68,12.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-25,SIGONELLA,0.0,20.14,27.44,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-26,SIGONELLA,15.8,20.74,26.8,13.33
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-27,SIGONELLA,0.0,21.04,28.44,13.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-28,SIGONELLA,1.0,21.68,28.95,14.45
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-29,SIGONELLA,0.0,21.44,29.95,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-30,SIGONELLA,0.0,21.3,27.92,
Acireale,Italy,37.6125,15.1656,52269.0,2020-05-31,SIGONELLA,0.0,21.32,28.64,14.95
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-01,SIGONELLA,10.0,21.06,27.68,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-02,SIGONELLA,0.0,21.28,28.8,13.55
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-03,SIGONELLA,0.0,21.72,29.64,14.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-04,SIGONELLA,0.0,22.5,31.52,14.25
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-05,SIGONELLA,12.75,22.06,28.5,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-06,SIGONELLA,8.2,22.1,28.88,14.85
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-07,SIGONELLA,0.0,22.9,30.75,15.44
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-08,SIGONELLA,0.0,24.52,34.2,14.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-09,SIGONELLA,6.0,24.02,32.24,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-10,SIGONELLA,4.0,23.44,31.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-11,SIGONELLA,0.0,23.94,31.88,16.55
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-12,SIGONELLA,0.0,24.48,32.24,17.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-13,SIGONELLA,0.0,25.22,33.55,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-14,SIGONELLA,10.25,24.8,32.95,18.5
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-15,SIGONELLA,2.0,25.74,33.36,19.76
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-16,SIGONELLA,8.6,25.4,31.44,19.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-17,SIGONELLA,0.0,25.58,33.16,18.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-18,SIGONELLA,0.0,24.12,30.4,17.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-19,SIGONELLA,0.0,24.44,32.4,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-20,SIGONELLA,0.0,24.56,30.92,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-21,SIGONELLA,7.5,24.62,32.6,18.12
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-22,SIGONELLA,,25.32,33.6,19.13
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-23,SIGONELLA,0.0,26.28,33.92,20.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-24,SIGONELLA,0.6,25.26,32.04,18.27
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-25,SIGONELLA,36.0,25.5,32.36,
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-26,SIGONELLA,0.6,26.68,36.4,18.85
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-27,SIGONELLA,0.0,27.56,35.56,19.72
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-28,SIGONELLA,0.0,27.84,35.68,20.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-29,SIGONELLA,0.0,27.64,35.4,20.44
Acireale,Italy,37.6125,15.1656,52269.0,2020-06-30,SIGONELLA,,27.14,36.85,19.35
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-01,SIGONELLA,0.0,27.1,33.76,19.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-02,SIGONELLA,0.0,27.94,36.3,19.53
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-03,SIGONELLA,0.0,27.3,34.2,18.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-04,SIGONELLA,0.0,27.34,34.52,19.24
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-05,SIGONELLA,0.0,27.88,35.16,
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-06,SIGONELLA,0.0,28.26,,20.68
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-07,SIGONELLA,0.0,28.34,35.8,20.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-08,SIGONELLA,0.0,28.68,36.04,21.12
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-09,SIGONELLA,0.0,28.54,35.96,20.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-10,SIGONELLA,0.0,28.68,35.76,
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-11,SIGONELLA,0.0,28.56,35.8,20.85
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-12,SIGONELLA,0.0,28.88,36.56,20.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-13,SIGONELLA,0.0,28.6,37.15,20.96
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-14,SIGONELLA,0.0,27.48,33.88,21.16
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-15,SIGONELLA,0.0,26.38,,21.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-16,SIGONELLA,1.25,25.66,31.76,
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-17,SIGONELLA,0.0,25.96,32.72,20.15
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-18,SIGONELLA,10.25,25.94,32.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-19,SIGONELLA,0.0,26.4,34.3,19.92
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-20,SIGONELLA,0.0,26.94,32.25,19.5
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-21,SIGONELLA,0.0,27.94,35.4,19.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-22,SIGONELLA,0.0,29.5,37.44,20.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-23,SIGONELLA,0.0,29.26,37.44,20.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-24,SIGONELLA,,28.26,,
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-25,SIGONELLA,0.0,28.2,36.25,20.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-26,SIGONELLA,0.0,27.96,34.8,21.56
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-27,SIGONELLA,0.0,27.84,34.88,21.24
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-28,SIGONELLA,0.0,28.18,35.72,21.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-29,SIGONELLA,0.0,28.06,35.24,20.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-30,SIGONELLA,0.0,27.98,35.32,20.93
Acireale,Italy,37.6125,15.1656,52269.0,2020-07-31,SIGONELLA,0.0,28.46,35.8,20.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-01,SIGONELLA,0.0,29.14,38.08,20.55
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-02,SIGONELLA,0.0,29.08,36.28,20.3
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-03,SIGONELLA,0.0,29.32,37.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-04,SIGONELLA,22.25,28.48,36.55,21.87
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-05,SIGONELLA,10.0,28.26,36.35,22.08
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-06,SIGONELLA,0.0,28.44,35.76,22.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-07,SIGONELLA,0.0,27.84,36.32,20.35
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-08,SIGONELLA,0.0,28.52,35.68,21.47
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-09,SIGONELLA,0.0,28.74,35.84,21.47
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-10,SIGONELLA,,29.26,,21.9
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-11,SIGONELLA,0.0,28.62,35.64,21.75
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-12,SIGONELLA,0.0,27.94,35.56,20.95
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-13,SIGONELLA,0.0,27.76,34.6,21.36
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-14,SIGONELLA,12.2,27.66,35.76,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-15,SIGONELLA,14.0,26.92,33.93,21.1
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-16,SIGONELLA,,26.92,33.96,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-17,SIGONELLA,0.0,27.58,34.8,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-18,SIGONELLA,2.0,27.12,32.95,20.85
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-19,SIGONELLA,0.0,27.14,33.9,20.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-20,SIGONELLA,,26.82,33.56,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-21,SIGONELLA,0.0,26.76,33.12,20.75
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-22,SIGONELLA,1.0,26.86,33.4,20.92
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-23,SIGONELLA,0.0,25.94,31.6,
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-24,SIGONELLA,18.2,26.0,32.64,20.24
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-25,SIGONELLA,1.0,26.84,33.88,21.87
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-26,SIGONELLA,0.75,26.8,33.96,21.27
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-27,SIGONELLA,0.0,26.66,33.88,21.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-28,SIGONELLA,0.0,26.86,35.08,19.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-29,SIGONELLA,0.0,26.94,34.28,20.7
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-30,SIGONELLA,0.0,26.98,34.0,21.2
Acireale,Italy,37.6125,15.1656,52269.0,2020-08-31,SIGONELLA,0.0,27.72,35.68,
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-01,SIGONELLA,3.0,27.06,33.36,21.33
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-02,SIGONELLA,0.0,26.68,33.6,20.88
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-03,SIGONELLA,0.0,26.62,33.36,19.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-04,SIGONELLA,10.2,25.56,31.44,20.47
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-05,SIGONELLA,0.0,25.9,32.6,20.05
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-06,SIGONELLA,14.2,25.88,32.52,
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-07,SIGONELLA,,25.76,32.4,20.48
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-08,SIGONELLA,137.25,24.84,31.72,20.4
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-09,SIGONELLA,0.0,25.4,31.84,
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-10,SIGONELLA,66.0,25.18,33.04,20.65
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-11,SIGONELLA,108.2,24.52,,19.6
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-12,SIGONELLA,5.6,24.96,31.8,19.65
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-13,SIGONELLA,30.4,24.94,31.52,19.92
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-14,SIGONELLA,1.25,24.48,31.2,19.8
Acireale,Italy,37.6125,15.1656,52269.0,2020-09-15,SIGONELLA,43.333333333333336,25.14,31.45,
