,lat,long,city,state,country,suburb
1756,59.5556,5.9956,Vikedal,Rogaland,Norway,Vindafjord
1757,58.3253,6.3594,Hauge,Rogaland,Norway,Sokndal
1758,59.0567,6.6492,Lysebotn,Rogaland,Norway,Sandnes
1759,58.7658,6.3694,,Rogaland,Norway,Gjesdal
1760,58.6592,5.5553,,Rogaland,Norway,Hå
1761,58.6842,5.9844,Ålgård,Rogaland,Norway,Gjesdal
1762,58.9569,5.73,Stavanger,Rogaland,Norway,Våland
1763,59.5883,6.8089,Nesflaten,Rogaland,Norway,Suldal
1764,58.8183,5.9203,,Rogaland,Norway,Sandnes
1765,60.8028,6.1503,,Vestland,Norway,Vaksdal
1766,60.2731,5.3314,Bergen,Vestland,Norway,
1767,60.4083,7.2794,,Vestland,Norway,Eidfjord
1768,60.2892,5.2264,Bergen,Vestland,Norway,
1769,60.8481,5.2169,Hosteland,Vestland,Norway,Masfjorden
1770,60.8289,6.25,,Vestland,Norway,Vaksdal
1771,60.0419,5.9056,,Vestland,Norway,Kvinnherad
1772,59.6567,5.2594,,Vestland,Norway,Bømlo
1773,60.6883,5.9644,,Vestland,Norway,Voss
1774,59.8292,6.8253,Røldal,Vestland,Norway,Ullensvang
1775,59.9908,6.0239,Rosendal,Vestland,Norway,Kvinnherad
1776,59.9081,5.0681,,Vestland,Norway,Bømlo
1777,61.8317,5.6683,,Vestland,Norway,Bremanger
1778,60.9031,7.2017,Aurlandsvangen,Vestland,Norway,Aurland
1779,61.5358,6.0603,Førde,Vestland,Norway,Sunnfjord
1780,60.9592,5.4267,,Vestland,Norway,Gulen
1781,61.6942,6.8094,,Vestland,Norway,Stryn
1782,61.2925,7.1883,,Vestland,Norway,Luster
1783,61.4203,6.3756,,Vestland,Norway,Sunnfjord
1784,62.0031,6.6508,,Møre og Romsdal,Norway,Volda
1785,61.2342,5.4319,,Vestland,Norway,Fjaler
1786,61.1119,5.5467,Lavik,Vestland,Norway,Høyanger
1787,61.1092,8.0358,,Vestland,Norway,Lærdal
1788,61.7133,6.6164,Byrkjelo,Vestland,Norway,Gloppen
1789,61.3344,6.9333,,Vestland,Norway,Sogndal
1790,62.1478,5.2139,Leikanger,Vestland,Norway,Stad
1791,61.0728,6.5814,Vikøyri,Vestland,Norway,Vik
1792,61.0044,4.6756,,Vestland,Norway,Solund
1793,62.8914,7.3906,,Møre og Romsdal,Norway,Hustadvika
1794,62.9089,7.2453,Farstad,Møre og Romsdal,Norway,Hustadvika
1795,62.2478,7.2414,,Møre og Romsdal,Norway,Fjord
1796,62.6856,8.4242,Øksendal,Møre og Romsdal,Norway,Sunndal
1797,62.4789,6.82,Sjøholt,Møre og Romsdal,Norway,Ålesund
1798,63.0381,9.2206,Rindal,Trøndelag,Norway,Rindal
1799,62.675,8.5589,Sunndalsøra,Møre og Romsdal,Norway,Hov
1800,63.0558,11.5692,,Trøndelag,Norway,Tydal
1801,62.6739,11.4542,Glåmos,Trøndelag,Norway,Røros
1802,64.245,10.3278,Bessaker,Trøndelag,Norway,Åfjord
1803,63.295,9.7481,Fannrem,Trøndelag,Norway,Orkland
1804,63.4106,10.4533,Trondheim,Trøndelag,Norway,
1805,64.8383,11.9567,Salsbruket,Trøndelag,Norway,Nærøysund
1806,64.7419,12.8458,Trones,Trøndelag,Norway,Namsskogan
1807,64.7978,10.5492,,Trøndelag,Norway,Nærøysund
1808,63.4875,11.3553,,Trøndelag,Norway,Stjørdal
1809,64.243,13.7706,Sørli,Trøndelag,Norway,Lierne
1810,64.6842,13.6567,,Trøndelag,Norway,Lierne
1811,68.9144,15.2106,Alsvåg,Nordland,Norway,Øksnes
1812,66.0667,12.9156,Leland,Nordland,Norway,Leirfjord
1813,68.1406,13.6094,Leknes,Nordland,Norway,Vestvågøy
1814,66.3894,13.1869,,Nordland,Norway,Lurøy
1815,65.1228,12.3733,,Nordland,Norway,Bindal
1816,67.9217,15.1169,,Nordland,Norway,Steigen
1817,67.1344,16.0708,Sulitjelma - Sulisjielmmá,Nordland,Norway,Fauske - Fuossko
1818,65.3583,14.2606,,Nordland,Norway,Hattfjelldal
1819,65.8303,13.9067,Bleikvasslia,Nordland,Norway,Hemnes
1820,68.6456,18.2456,,Troms og Finnmark,Norway,Bardu
1821,68.6089,16.4944,Harstad,Troms og Finnmark,Norway,
1822,68.6578,18.8192,,Troms og Finnmark,Norway,Bardu
1823,68.8606,18.3375,Setermoen,Troms og Finnmark,Norway,Bardu
1824,70.2456,19.5006,,Troms og Finnmark,Norway,Karlsøy
1825,69.3667,24.4331,Karasjok,Troms og Finnmark,Norway,
1826,68.9967,23.0333,,Troms og Finnmark,Norway,Kautokeino
1827,70.7006,30.0681,,Troms og Finnmark,Norway,Båtsfjord
1828,66.0,2.0,,,,
1829,63.5,10.89,,Trøndelag,Norway,Stjørdal
1830,69.3,16.1497,,Nordland,Norway,Andøy
1831,64.16,12.47,,Trøndelag,Norway,Snåsa
1832,60.1742,11.0508,,Viken,Norway,Nannestad
1833,59.8094,10.6325,Fjellstrand,Viken,Norway,Nesodden
1834,59.6667,10.8,Ås,Viken,Norway,Ås
1835,59.9064,10.5158,Sandvika,Akershus,Norway,Gjettum
1836,59.94,10.6219,Østerås,Viken,Norway,Voll
1837,58.8033,9.0981,Fiane,Agder,Norway,Gjerstad
1838,58.7181,9.2103,Risør,Agder,Norway,Frydendal
1839,58.5967,8.7167,,Agder,Norway,Froland
1840,58.6581,8.6314,Nelaug,Agder,Norway,Åmli
1841,58.34,8.5225,,Agder,Norway,Landvik
1842,58.5228,8.0414,Engesland,Agder,Norway,Birkenes
1843,59.3517,7.3467,Bykle,Agder,Norway,Bykle
1844,59.8681,10.0564,Åmot,Viken,Norway,Modum
1845,60.7192,8.9475,Gol,Viken,Norway,Gol
1846,69.9775,23.3581,Alta,Troms og Finnmark,Norway,Aronnes
1847,70.6805,23.6769,Hammerfest,Troms og Finnmark,Norway,Prærien
1848,70.8706,29.0344,,Troms og Finnmark,Norway,Berlevåg
1849,70.3992,23.6256,,Troms og Finnmark,Norway,Hammerfest
1850,70.7731,25.6158,,Troms og Finnmark,Norway,Nordkapp
1851,70.0189,27.4139,Sirbmá - Sirma,Troms og Finnmark,Norway,Tana
1852,70.0653,29.8353,Kiby,Troms og Finnmark,Norway,Vadsø
1853,69.3731,29.6944,,Troms og Finnmark,Norway,South Varanki
1854,61.5581,12.4989,,Innlandet,Norway,Trysil
1855,61.6844,11.9964,Heggeriset,Innlandet,Norway,Engerdal
1856,62.2039,11.4525,,Innlandet,Norway,Tolga
1857,61.7914,10.5028,,Innlandet,Norway,Stor-Elvdal
1858,61.9725,10.0289,,Innlandet,Norway,Folldal
1859,60.8008,11.0978,Hamar,Innlandet,Norway,Disen
1860,60.8181,11.0694,Hamar,Innlandet,Norway,Hamar
1861,62.0756,12.1719,,Innlandet,Norway,Engerdal
1862,61.6967,11.2056,Åkrestrømmen,Innlandet,Norway,Rendalen
1863,60.9531,10.6808,Moelv,Innlandet,Norway,Ringsaker
1864,59.8592,6.2783,,Vestland,Norway,Etne
1865,59.8642,5.7694,Husnes,Vestland,Norway,Kvinnherad
1866,60.6231,5.3806,Eikangervåg,Vestland,Norway,Alver
1867,59.8581,6.0167,,Vestland,Norway,Kvinnherad
1868,60.1319,6.3306,,Vestland,Norway,Kvinnherad
1869,60.3789,6.1928,Øystese,Vestland,Norway,Kvam herad
1870,60.9003,6.7242,,Vestland,Norway,Voss
1871,62.1031,5.5817,Fiskå,Møre og Romsdal,Norway,Vanylven
1872,62.3289,7.5128,,Møre og Romsdal,Norway,Fjord
1873,62.4644,6.3958,,Møre og Romsdal,Norway,Ålesund
1874,62.6033,6.3239,,Møre og Romsdal,Norway,Haram
1875,62.6633,8.1064,Eresfjord,Møre og Romsdal,Norway,Molde
1876,62.805,7.7003,Kleive,Møre og Romsdal,Norway,Molde
1877,62.5092,8.9769,,Møre og Romsdal,Norway,Sunndal
1878,62.3292,5.2681,,Møre og Romsdal,Norway,Herøy
1879,62.7442,7.2617,,Møre og Romsdal,Norway,Årø
1880,63.1253,7.7042,Kristiansund,Møre og Romsdal,Norway,Karihola
1881,63.1092,7.8156,Byskogen,Møre og Romsdal,Norway,Kristiansund
1882,63.4194,8.0631,,Møre og Romsdal,Norway,Smøla
1883,62.1808,6.0806,Ørsta,Møre og Romsdal,Norway,Ørsta
1884,62.2028,6.4656,Sæbø,Møre og Romsdal,Norway,Ørsta
1885,62.5617,6.115,,Møre og Romsdal,Norway,Giske
1886,65.4567,12.2181,Brønnøysund,Nordland,Norway,Tautra
1887,66.2169,13.3917,Bardal,Nordland,Norway,Leirfjord
1888,65.7964,14.4869,,Nordland,Norway,Hattfjelldal
1889,68.3303,16.7881,Ballangen - Bálák,Nordland,Norway,Narvik
1890,68.4908,16.6831,,Nordland,Norway,Evenes
1891,67.5383,14.8403,,Nordland,Norway,Bodø
1892,68.3203,14.6531,,Nordland,Norway,Vågan
1893,68.2358,14.4739,Svolvær,Nordland,Norway,Vågan
1894,68.155,13.615,Leknes,Nordland,Norway,Fygle
1895,65.9606,12.4714,Sandnessjøen,Nordland,Norway,Alstahaug
1896,66.3067,14.1542,Mo i Rana,Nordland,Norway,Rana
1897,67.3606,15.5892,Straumen,Nordland,Norway,Sørfold
1898,68.4394,17.3883,Narvik,Nordland,Norway,Framnes
1899,68.2453,14.6692,,Nordland,Norway,Vågan
1900,67.9317,13.0917,Reine,Nordland,Norway,Moskenes
1901,68.58,15.0292,,Nordland,Norway,Hadsel
1902,66.3642,14.3014,Røssvoll,Nordland,Norway,Rana
1903,63.72,11.5433,,Trøndelag,Norway,Levanger
1904,63.6856,10.6075,Leksvik,Trøndelag,Norway,Indre Fosen
1905,64.4706,11.5706,,Trøndelag,Norway,Namsos
1906,64.5228,11.2806,,Trøndelag,Norway,Namsos
1907,64.1167,11.7394,Kvam,Trøndelag,Norway,Steinkjer
1908,64.4808,11.8381,Hunn,Trøndelag,Norway,Overhalla
1909,65.2019,10.9964,,Trøndelag,Norway,Leka
1910,61.4628,10.3178,Fåvang,Innlandet,Norway,Ringebu
1911,61.6514,10.1083,,Innlandet,Norway,Ringebu
1912,61.6642,9.9742,,Innlandet,Norway,Ringebu
1913,61.5158,9.4083,Skåbu,Innlandet,Norway,Nord-Fron
1914,62.1056,8.9192,,Innlandet,Norway,Lesja
1915,61.5644,7.9978,,Innlandet,Norway,Lom
1916,60.5953,10.6403,,Innlandet,Norway,Vestre Toten
1917,61.1217,9.0631,Heggenes,Innlandet,Norway,Øystre Slidre
1918,61.1781,8.1125,Tyinkrysset,Innlandet,Norway,Vang
1919,60.6194,9.7258,,Innlandet,Norway,Sør-Aurdal
1920,59.9667,10.9331,Oslo,,Norway,Tokerud
1921,59.9419,10.72,Oslo,,Norway,St. Hanshaugen
1922,59.5869,11.1658,Askim,Viken,Norway,Indre Østfold
1923,59.4964,11.0131,Svinndal,Viken,Norway,Våler
1924,58.755,6.0133,Ålgård,Rogaland,Norway,Gjesdal
1925,58.9056,5.9669,,Rogaland,Norway,Sandnes
1926,59.2692,5.2631,Kopervik,Rogaland,Norway,Karmøy
1927,59.3494,5.1978,,Rogaland,Norway,Karmøy
1928,59.32,5.3192,Håvik,Rogaland,Norway,Karmøy
1929,58.8658,5.7619,Sandnes,Rogaland,Norway,Hana
1930,58.8283,6.0553,Oltedal,Rogaland,Norway,Gjesdal
1931,59.4792,6.2758,Sand,Rogaland,Norway,Suldal
1932,61.0689,6.9342,Fresvik,Vestland,Norway,Vik
1933,61.0589,7.8194,Borgund,Vestland,Norway,Lærdal
1934,61.2928,5.0442,,Vestland,Norway,Fjaler
1935,61.5831,5.0278,Florø,Vestland,Norway,Kinn
1936,61.6592,5.9467,Hyen,Vestland,Norway,Gloppen
1937,61.9181,6.0392,Nordfjordeid,Vestland,Norway,Stad
1938,61.1083,6.1392,Ortnevik,Vestland,Norway,Høyanger
1939,61.1581,7.1414,,Vestland,Norway,Sogndal
1940,61.5756,6.49,Skei,Vestland,Norway,Sunnfjord
1941,61.7881,6.1833,Sandane,Vestland,Norway,Gloppen
1942,61.8292,6.1042,,Vestland,Norway,Gloppen
1943,61.0067,8.0908,,Vestland,Norway,Lærdal
1944,61.3114,7.8181,Øvre Årdal,Vestland,Norway,Årdal
1945,61.4781,7.0339,,Vestland,Norway,Luster
1946,61.7706,5.2989,Svelgen,Vestland,Norway,Bremanger
1947,62.5739,9.6458,Oppdal,Trøndelag,Norway,Oppdal
1948,63.3281,10.2733,Trondheim,Trøndelag,Norway,
1949,63.2381,10.4353,,Trøndelag,Norway,Melhus
1950,63.9178,10.415,,Trøndelag,Norway,Åfjord
1951,64.4014,10.455,Seter,Trøndelag,Norway,Osen
1952,62.6717,9.1978,Lønset,Trøndelag,Norway,Oppdal
1953,62.8944,11.8633,,Trøndelag,Norway,Tydal
1954,64.1003,10.5292,,Trøndelag,Norway,Åfjord
1955,63.8467,8.4667,Sula,Trøndelag,Norway,Frøya
1956,59.8867,9.0589,Hovin,Vestfold og Telemark,Norway,Tinn
1957,59.8394,8.1792,Rauland,Vestfold og Telemark,Norway,Vinje
1958,59.6031,8.7131,,Vestfold og Telemark,Norway,Hjartdal
1959,59.4064,8.4756,Kviteseid,Vestfold og Telemark,Norway,Kviteseid
1960,59.1383,9.65,Porsgrunn,Vestfold og Telemark,Norway,Vestsiden
1961,59.1831,9.5667,Skien,Vestfold og Telemark,Norway,Skien
1962,59.815,8.1364,Rauland,Vestfold og Telemark,Norway,Vinje
1963,59.6478,8.3767,Åmotsdal,Vestfold og Telemark,Norway,Seljord
1964,69.6006,17.8372,,Troms og Finnmark,Norway,Senja
1965,69.6767,18.9131,Tromsø,Troms og Finnmark,Norway,
1966,70.0139,19.5781,Hansnes,Troms og Finnmark,Norway,Karlsøy
1967,69.7889,20.9553,Sørkjosen - Reaššegeahči - Rässikäinen,Troms og Finnmark,Norway,Nordreisa
1968,69.8333,21.8842,,Troms og Finnmark,Norway,Kvænangen
1969,58.1506,8.0528,Kristiansand,Agder,Norway,Kristiansand
1970,58.3181,7.5939,,Agder,Norway,Kristiansand
1971,58.7878,7.35,Ljosland,Agder,Norway,Åseral
1972,58.1317,7.0389,Lyngdal,Agder,Norway,Lyngdal
1973,58.6642,6.7089,Tonstad,Agder,Norway,Sirdal
1974,59.23,10.3481,Melsomvik,Vestfold og Telemark,Norway,Sandefjord
1975,59.9775,10.9778,Skjetten,Viken,Norway,Lillestrøm
1976,59.6253,9.9531,,Viken,Norway,Øvre Eiker
1977,60.8028,11.2028,Ridabu,Innlandet,Norway,Hamar
1978,60.5633,6.9325,Ulvik,Vestland,Norway,Ulvik
1979,62.2881,7.2169,,Møre og Romsdal,Norway,Fjord
1980,68.4208,17.4803,,Nordland,Norway,Narvik
1981,68.6481,15.2828,,Nordland,Norway,Sortland
1982,59.2306,10.9631,Fredrikstad,Viken,Norway,Leie
1983,63.4244,10.5333,Trondheim,Trøndelag,Norway,Ranheim
1984,59.5667,9.2106,Yli,Vestfold og Telemark,Norway,Notodden
1985,66.9,13.633,Reipå,Nordland,Norway,Meløy
1986,62.083,9.117,Dombås,Innlandet,Norway,Dovre
1987,62.1167,9.2831,,Innlandet,Norway,Dovre
1988,61.183,11.367,,Innlandet,Norway,Åmot
1989,59.9428,10.7206,Oslo,,Norway,Blindern
1990,54.75,17.5331,Łeba,Pomeranian Voivodeship,Poland,
1991,52.25,22.25,Wola Suchożebrska,Masovian Voivodeship,Poland,gmina Suchożebry
1992,54.167,19.433,Elbląg,Warmian-Masurian Voivodeship,Poland,Sadyba
1993,53.4,14.617,Szczecin,West Pomeranian Voivodeship,Poland,Dąbie
1994,53.1,23.167,Białystok,Podlaskie Voivodeship,Poland,Dojlidy
1995,52.421,16.826,Poznan,Greater Poland Voivodeship,Poland,Wola
1996,52.166,20.967,Warsaw,Masovian Voivodeship,Poland,Włochy
1997,51.103,16.886,Wrocław,Lower Silesian Voivodeship,Poland,Jerzmanowo
1998,51.55,23.533,Włodawa,Lublin Voivodeship,Poland,Zachód
1999,50.078,19.785,Balice,Lesser Poland Voivodeship,Poland,gmina Zabierzów
2000,38.7167,-9.15,Lisbon,Lisbon,Portugal,Santo António
2001,38.0167,-7.8667,Beja,Beja,Portugal,
2002,41.8,-6.7331,Bragança,Bragança,Portugal,
2003,40.15,-8.467,Coimbra,Coimbra,Portugal,
2004,37.014,-7.966,Faro,Faro,Portugal,
2005,38.533,-7.9,Évora,Évora,Portugal,
2006,39.833,-7.483,Castelo Branco,Castelo Branco,Portugal,Castelo Branco
2007,43.3331,21.9,Градска општина Црвени Крст,Central Serbia,Serbia,Crveni Krst
2008,44.8,20.4667,Belgrade,Central Serbia,Serbia,Vracar
2009,45.3331,19.85,Novi Sad,Vojvodina,Serbia,МЗ Ченеј
2010,46.1331,21.35,Arad,Arad,Romania,Sânicolaul Mic
2011,45.1331,26.85,Buzău,Buzău,Romania,
2012,44.2,27.3331,Călărași,Călărași,Romania,
2013,46.7831,23.5667,Cluj-Napoca,Cluj,Romania,Dâmbul Rotund
2014,44.6331,22.6331,Drobeta-Turnu Severin,Mehedinți,Romania,
2015,46.5331,26.9167,Bacău,Bacău,Romania,
2016,47.68,26.67,Orășeni-Deal,Botoșani,Romania,
2017,44.5167,26.0831,Bucharest,,Romania,Băneasa
2018,45.42,22.25,Caransebeș,Caraș-Severin,Romania,
2019,46.93,25.92,Bicazu Ardelean,Neamț,Romania,
2020,44.22,28.63,Constanța,Constanța,Romania,Constanta Metropolitan Area
2021,44.23,23.87,Malu Mare,Dolj,Romania,Craiova Metropolitan Area
2022,45.8667,22.9,Deva,Hunedoara,Romania,Călugăreni
2023,45.5,28.02,Costi,Galați,Romania,
2024,47.1667,27.6331,Iași,Iași,Romania,Aviației
2025,46.3667,25.7331,Miercurea Ciuc,Harghita,Romania,
2026,47.7831,23.9331,Ocna Șugatag,Maramureș,Romania,
2027,45.1,24.37,Râmnicu Vâlcea,Vâlcea,Romania,1 Mai
2028,44.1,24.9831,Roșiorii de Vede,Teleorman,Romania,
2029,45.8,24.15,Sibiu,Sibiu,Romania,Historic Centre
2030,45.1831,28.8167,Tulcea,Tulcea,Romania,Zona Industrială Est
2031,47.688,26.354,Salcea,Suceava,Romania,
2032,47.15,24.5,Bistrița,Bistrița-Năsăud,Romania,Andrei Mureșanu
2033,45.81,21.338,Ghiroda,Timiș,Romania,
2034,45.45,25.45,Bușteni,Prahova,Romania,
2035,45.1667,29.7331,,,Romania,
2036,48.67,44.45,Volgograd,Volgograd Oblast,Russia,
2037,57.37,47.92,,Kirov Oblast,Russia,Опытнопольское сельское поселение
2038,56.7,38.8,,Yaroslavl Oblast,Russia,
2039,54.4,43.8,Старое Зубарево,Republic of Mordovia,Russia,Старозубаревское сельское поселение
2040,53.65,37.23,Молочные Дворы,Tula Oblast,Russia,Молочно-Дворское сельское поселение
2041,51.57,34.68,Rylsk,Kursk Oblast,Russia,
2042,52.15,39.15,Конь-Колодезь,Lipetsk Oblast,Russia,Конь-Колодезский сельсовет
2043,51.9,43.6,,Saratov Oblast,Russia,Львовское сельское поселение
2044,43.87,41.57,Zelenchukskaya,Karachay-Cherkessia,Russia,Зеленчукское сельское поселение
2045,70.45,59.08,,Nenets Autonomous Okrug,Russia,
2046,69.93,31.98,,Murmansk Oblast,Russia,
2047,69.2,33.4797,Polyarny,Murmansk Oblast,Russia,
2048,69.2,35.1,Teriberka,Murmansk Oblast,Russia,Лодейное
2049,69.53,49.08,,Nenets Autonomous Okrug,Russia,
2050,69.0,28.8,,Murmansk Oblast,Russia,
2051,68.6,31.85,Verkhnetulomskiy,Murmansk Oblast,Russia,Нижний Падун
2052,68.9667,33.0497,Murmansk,Murmansk Oblast,Russia,Петушинка
2053,68.0,35.033,Lovozero,Murmansk Oblast,Russia,сельское поселение Ловозеро
2054,68.15,39.82,,Murmansk Oblast,Russia,
2055,68.65,43.3,,Nenets Autonomous Okrug,Russia,
2056,67.5697,30.45,Kovdor,Murmansk Oblast,Russia,
2057,67.967,32.883,,Murmansk Oblast,Russia,
2058,67.15,32.35,,Murmansk Oblast,Russia,городское поселение Кандалакша
2059,67.37,37.03,,Murmansk Oblast,Russia,сельское поселение Ловозеро
2060,67.1297,39.67,,Murmansk Oblast,Russia,сельское поселение Ловозеро
2061,67.9,44.1,,Nenets Autonomous Okrug,Russia,
2062,67.8,46.667,,Nenets Autonomous Okrug,Russia,
2063,67.7,48.77,,Nenets Autonomous Okrug,Russia,
2064,66.7,32.883,,Murmansk Oblast,Russia,городское поселение Зеленоборский
2065,66.67,34.33,Umba,Murmansk Oblast,Russia,городское поселение Умба
2066,66.183,39.533,,Murmansk Oblast,Russia,сельское поселение Варзуга
2067,66.48,40.68,,Murmansk Oblast,Russia,сельское поселение Ловозеро
2068,66.383,43.25,,Arkhangelsk Oblast,Russia,
2069,66.767,47.783,Nizhnyaya Pyosha,Nenets Autonomous Okrug,Russia,Пёшский сельсовет
2070,65.2,31.17,Kalevala,Republic of Karelia,Russia,Мийткала
2071,65.9,34.8164,,Republic of Karelia,Russia,Куземское сельское поселение
2072,65.2,36.82,,Arkhangelsk Oblast,Russia,
2073,65.467,39.733,,Arkhangelsk Oblast,Russia,
2074,65.87,44.22,Mezen',Arkhangelsk Oblast,Russia,Malaya Sloboda
2075,64.9831,34.8164,Rabocheostrovsk,Republic of Karelia,Russia,Рабочеостровское сельское поселение
2076,64.566,34.917,,Republic of Karelia,Russia,
2077,64.233,35.883,Kuolisma,Republic of Karelia,Russia,
2078,64.5,40.7331,,Arkhangelsk Oblast,Russia,
2079,64.849,40.283,,Arkhangelsk Oblast,Russia,
2080,64.217,41.667,Kholmogory,Arkhangelsk Oblast,Russia,
2081,64.7,43.383,Pinega,Arkhangelsk Oblast,Russia,Пинежское сельское поселение
2082,64.9,45.767,Leshukonskoye,Arkhangelsk Oblast,Russia,
2083,64.75,47.65,Koynas,Arkhangelsk Oblast,Russia,
2084,63.82,30.82,Reboly,Republic of Karelia,Russia,Ребольское сельское поселение
2085,63.27,33.42,Padany,Republic of Karelia,Russia,Паданское сельское поселение
2086,63.767,34.283,Сегежа,Republic of Karelia,Russia,Северный микрорайон
2087,63.9,38.1167,Onega,Arkhangelsk Oblast,Russia,Legashevskaya
2088,63.117,39.233,,Arkhangelsk Oblast,Russia,Чекуевское сельское поселение
2089,63.483,41.8,,Arkhangelsk Oblast,Russia,
2090,63.6,45.6,,Arkhangelsk Oblast,Russia,
2091,63.45,47.917,,Komi Republic,Russia,городское поселение Благоево
2092,63.45,48.9,Ыджыдъяг,Komi Republic,Russia,сельское поселение Кослан
2093,62.917,34.433,Medvezhyegorsk,Republic of Karelia,Russia,Медвежьегорское городское поселение
2094,62.167,34.3,Kondopoga,Republic of Karelia,Russia,Кондопожское городское поселение
2095,62.867,42.717,,Arkhangelsk Oblast,Russia,
2096,62.1,42.9,Shenkursk,Arkhangelsk Oblast,Russia,
2097,62.233,45.017,Verkhnyaya Toyma,Arkhangelsk Oblast,Russia,
2098,62.167,49.117,Yarensk,Arkhangelsk Oblast,Russia,Сафроновское сельское поселение
2099,61.7167,30.7167,Sortavala,Republic of Karelia,Russia,Сортавальское городское поселение
2100,61.8167,34.2667,Petrozavodsk,Republic of Karelia,Russia,Sulazhgora
2101,61.8,36.517,Pudozh,Republic of Karelia,Russia,Пудожское городское поселение
2102,61.0167,36.45,Vytegra,Vologda Oblast,Russia,
2103,61.5,38.93,Kargopol,Arkhangelsk Oblast,Russia,
2104,61.7,40.2,,Arkhangelsk Oblast,Russia,
2105,61.083,42.067,Horoshevskaya,Arkhangelsk Oblast,Russia,Усть-Вельское сельское поселение
2106,61.2331,46.7167,Kotlas,Arkhangelsk Oblast,Russia,
2107,60.72,28.8,Vyborg,Leningrad oblast,Russia,город Выборг
2108,60.983,32.983,Olonets,Republic of Karelia,Russia,Олонецкое городское поселение
2109,60.717,33.55,Lodeynoye Pole,Leningrad oblast,Russia,Лодейнопольское городское поселение
2110,60.117,32.317,Novaya Ladoga,Leningrad oblast,Russia,Загородье
2111,60.633,34.783,Винницы,Leningrad oblast,Russia,Винницкое сельское поселение
2112,60.033,37.783,Belozersk,Vologda Oblast,Russia,
2113,60.467,40.2,Vozhega,Vologda Oblast,Russia,
2114,60.8,46.3,Velikiy Ustyug,Vologda Oblast,Russia,
2115,60.367,49.65,,Komi Republic,Russia,сельское поселение Объячево
2116,68.55,55.5,,Nenets Autonomous Okrug,Russia,
2117,67.6331,53.0331,Nar'yan-Mar,Nenets Autonomous Okrug,Russia,
2118,67.0831,59.3831,,Nenets Autonomous Okrug,Russia,
2119,66.25,52.583,Окунев Нос,Komi Republic,Russia,сельское поселение Окунев Нос
2120,65.4331,52.2667,,Komi Republic,Russia,сельское поселение Коровий Ручей
2121,65.97,56.9194,,Komi Republic,Russia,
2122,65.1167,57.1,Pechora,Komi Republic,Russia,городское поселение Печора
2123,64.52,55.4,,Komi Republic,Russia,сельское поселение Каджером
2124,64.266,57.617,,Komi Republic,Russia,
2125,63.55,53.817,Ukhta,Komi Republic,Russia,Дальний
2126,62.23,50.42,Ust-Vym,Komi Republic,Russia,сельское поселение Усть-Вымь
2127,62.7,56.2,Troitsko-Pechorsk,Komi Republic,Russia,Абар
2128,61.683,53.683,Ust-Kulom,Komi Republic,Russia,сельское поселение Усть-Кулом
2129,61.6667,50.8667,Syktyvkar,Komi Republic,Russia,Кируль
2130,60.45,50.97,Койдин,Komi Republic,Russia,сельское поселение Койдин
2131,60.283,54.35,Gayny,Perm Krai,Russia,
2132,60.4,56.52,Серегово,Perm Krai,Russia,
2133,59.367,28.6,Kingisepp,Leningrad oblast,Russia,
2134,59.9667,30.3,Saint Petersburg,Saint Petersburg,Russia,Petrograd Side
2135,59.4,30.1,Koprina,Leningrad oblast,Russia,Кобринское сельское поселение
2136,59.933,31.0,Shlisselburg,Leningrad oblast,Russia,Volna
2137,59.35,31.233,Lyuban,Leningrad oblast,Russia,Любанское городское поселение
2138,59.7,33.6,,Leningrad oblast,Russia,Тихвинское городское поселение
2139,59.5,34.7,,Leningrad oblast,Russia,Ефимовское городское поселение
2140,58.7,27.8,,Pskov Oblast,Russia,Юшкинская волость
2141,58.567,29.8,Ретюнь,Leningrad oblast,Russia,Ретюнское сельское поселение
2142,58.517,31.25,Veliky Novgorod,Novgorod Oblast,Russia,Завокзальный район
2143,57.8167,28.3331,Pskov,Pskov Oblast,Russia,Центр
2144,57.817,29.95,Dno,Pskov Oblast,Russia,городское поселение Дно
2145,58.0,31.3,Дубовицы,Novgorod Oblast,Russia,городское поселение Старая Русса
2146,58.267,32.533,Ямская Слобода,Novgorod Oblast,Russia,
2147,58.417,33.9,,Novgorod Oblast,Russia,Сушанское сельское поселение
2148,57.9,34.1,Bologoe,Tver Oblast,Russia,Пруды
2149,57.0,28.9,городское поселение Пушкиногорье,Pskov Oblast,Russia,
2150,57.15,31.183,Kholm,Novgorod Oblast,Russia,
2151,57.65,32.467,Demyansk,Novgorod Oblast,Russia,
2152,57.133,33.117,Ostashkov,Tver Oblast,Russia,
2153,57.55,34.567,Vyshny Volochyok,Tver Oblast,Russia,
2154,56.35,30.6167,Velikiye Luki,Pskov Oblast,Russia,Шелковская волость
2155,56.48,31.63,Toropets,Tver Oblast,Russia,
2156,56.5,34.93,Staritsa,Tver Oblast,Russia,
2157,55.85,32.95,Belyy,Tver Oblast,Russia,
2158,55.167,34.4,Boznya,Smolensk Oblast,Russia,Степаниковское сельское поселение
2159,54.7167,20.55,Kaliningrad,Kaliningrad,Russia,Ленинградский район
2160,54.75,32.0667,Smolensk,Smolensk Oblast,Russia,Тихвинка
2161,54.417,34.017,Spas-Demensk,Kaluga Oblast,Russia,городское поселение Спас-Деменск
